date,close,open,high,low,volume,change
"08/04/2023","1941.62","1934.12","1947.19","1929.75","","0.41%"
"08/03/2023","1933.74","1934.66","1939.03","1929.55","","0.01%"
"08/02/2023","1933.56","1945.74","1955.40","1933.00","","-0.54%"
"08/01/2023","1944.08","1965.10","1966.24","1941.20","","-1.02%"
"07/31/2023","1964.19","1959.49","1972.44","1951.00","","0.25%"
"07/28/2023","1959.20","1944.27","1963.71","1944.27","","0.73%"
"07/27/2023","1944.99","1972.08","1982.24","1942.61","","-1.38%"
"07/26/2023","1972.10","1964.99","1978.31","1961.99","","0.38%"
"07/25/2023","1964.58","1955.20","1966.03","1953.21","","0.52%"
"07/24/2023","1954.51","1962.09","1967.97","1953.42","","-0.29%"
"07/21/2023","1960.23","1969.99","1973.89","1956.82","","-0.48%"
"07/20/2023","1969.62","1976.80","1987.59","1965.40","","-0.36%"
"07/19/2023","1976.74","1978.97","1981.05","1969.75","","-0.10%"
"07/18/2023","1978.71","1954.59","1984.39","1954.44","","1.23%"
"07/17/2023","1954.74","1954.90","1959.91","1945.82","","-0.01%"
"07/14/2023","1954.93","1961.58","1963.81","1951.00","","-0.27%"
"07/13/2023","1960.19","1957.44","1963.69","1952.71","","0.16%"
"07/12/2023","1957.09","1932.59","1959.82","1932.18","","1.30%"
"07/11/2023","1931.99","1925.40","1938.69","1924.40","","0.36%"
"07/10/2023","1924.99","1925.19","1928.31","1912.68","","0.04%"
"07/07/2023","1924.28","1911.07","1934.92","1909.56","","0.71%"
"07/06/2023","1910.80","1916.05","1927.69","1902.68","","-0.34%"
"07/05/2023","1917.32","1925.90","1935.17","1914.48","","-0.40%"
"07/04/2023","1925.09","1921.78","1930.84","1919.90","","0.19%"
"07/03/2023","1921.43","1919.40","1931.09","1910.10","","0.10%"
"06/30/2023","1919.57","1908.53","1922.90","1900.56","","0.60%"
"06/29/2023","1908.15","1908.80","1913.15","1893.01","","0.04%"
"06/28/2023","1907.42","1913.59","1917.24","1902.84","","-0.31%"
"06/27/2023","1913.35","1923.21","1930.85","1911.19","","-0.49%"
"06/26/2023","1922.85","1924.30","1933.48","1921.59","","0.08%"
"06/23/2023","1921.36","1913.80","1937.10","1910.24","","0.41%"
"06/22/2023","1913.52","1932.09","1935.00","1912.34","","-0.97%"
"06/21/2023","1932.26","1935.42","1939.55","1919.34","","-0.19%"
"06/20/2023","1935.91","1950.90","1956.87","1929.77","","-0.73%"
"06/19/2023","1950.12","1957.99","1958.93","1947.80","","-0.37%"
"06/16/2023","1957.36","1957.68","1968.00","1953.42","","-0.01%"
"06/15/2023","1957.65","1943.44","1960.34","1925.30","","0.75%"
"06/14/2023","1942.99","1943.49","1960.41","1939.73","","-0.02%"
"06/13/2023","1943.33","1957.69","1970.74","1939.99","","-0.69%"
"06/12/2023","1956.92","1960.25","1967.55","1948.80","","-0.19%"
"06/09/2023","1960.60","1968.10","1973.09","1956.73","","-0.36%"
"06/08/2023","1967.76","1940.59","1970.50","1939.81","","1.45%"
"06/07/2023","1939.63","1963.59","1970.26","1939.80","","-1.18%"
"06/06/2023","1962.85","1962.11","1966.85","1954.00","","0.07%"
"06/05/2023","1961.45","1947.59","1964.13","1938.14","","0.71%"
"06/02/2023","1947.63","1978.14","1983.52","1947.67","","-1.53%"
"06/01/2023","1977.88","1962.80","1983.27","1953.43","","0.79%"
"05/31/2023","1962.30","1959.30","1975.34","1953.67","","0.16%"
"05/30/2023","1959.14","1944.19","1963.63","1932.08","","0.84%"
"05/29/2023","1942.84","1944.09","1949.75","1940.30","","-0.18%"
"05/26/2023","1946.33","1940.69","1957.40","1936.84","","0.31%"
"05/25/2023","1940.34","1958.13","1964.95","1938.86","","-0.85%"
"05/24/2023","1957.01","1975.19","1985.30","1956.51","","-0.90%"
"05/23/2023","1974.73","1971.99","1977.80","1954.29","","0.27%"
"05/22/2023","1969.43","1977.80","1982.66","1968.40","","-0.36%"
"05/19/2023","1976.56","1957.40","1984.09","1954.05","","0.94%"
"05/18/2023","1958.05","1981.52","1986.12","1951.97","","-1.19%"
"05/17/2023","1981.72","1988.94","1993.13","1974.80","","-0.35%"
"05/16/2023","1988.60","2015.90","2018.94","1985.47","","-1.48%"
"05/15/2023","2018.41","2011.72","2022.20","2007.28","","0.36%"
"05/12/2023","2011.15","2015.19","2022.56","2001.05","","-0.22%"
"05/11/2023","2015.55","2030.56","2041.44","2011.19","","-0.69%"
"05/10/2023","2029.51","2034.19","2048.22","2021.57","","-0.23%"
"05/09/2023","2034.17","2022.24","2037.70","2019.50","","0.63%"
"05/08/2023","2021.39","2015.95","2029.63","2014.10","","0.24%"
"05/05/2023","2016.54","2051.73","2053.13","1999.30","","-1.69%"
"05/04/2023","2051.11","2036.86","2073.29","2030.34","","0.00%"
"05/03/2023","2051.11","2036.86","2080.72","2030.34","","1.73%"
"05/02/2023","2016.28","1982.81","2019.54","1978.38","","1.73%"
"05/01/2023","1982.05","1991.34","2006.05","1977.05","","-0.38%"
"04/28/2023","1989.65","1986.75","1995.13","1976.08","","0.09%"
"04/27/2023","1987.87","1987.58","2003.45","1973.80","","-0.08%"
"04/26/2023","1989.48","2000.63","2009.51","1983.43","","-0.42%"
"04/25/2023","1997.87","1991.45","2003.90","1976.14","","0.45%"
"04/24/2023","1988.88","1981.34","1990.97","1974.19","","0.30%"
"04/21/2023","1982.89","2004.29","2005.75","1971.65","","-1.07%"
"04/20/2023","2004.34","1993.58","2012.74","1990.49","","0.56%"
"04/19/2023","1993.26","2007.49","2008.33","1969.28","","-0.58%"
"04/18/2023","2004.93","1995.19","2011.98","1991.33","","0.51%"
"04/17/2023","1994.77","2001.85","2015.13","1981.34","","-0.41%"
"04/14/2023","2003.04","2040.40","2047.60","1992.41","","-1.80%"
"04/13/2023","2039.73","2014.00","2048.84","2012.45","","1.24%"
"04/12/2023","2014.67","2003.67","2028.40","2001.18","","0.58%"
"04/11/2023","2003.14","1990.36","2007.58","1988.72","","0.68%"
"04/10/2023","1989.65","2008.30","2011.17","1981.59","","-0.91%"
"04/06/2023","2008.02","2020.13","2021.63","2000.88","","-0.61%"
"04/05/2023","2020.35","2020.44","2032.20","2009.99","","0.02%"
"04/04/2023","2019.97","1984.59","2025.19","1977.01","","1.81%"
"04/03/2023","1984.11","1970.84","1990.64","1949.82","","0.82%"
"03/31/2023","1967.90","1978.62","1987.84","1966.89","","-0.62%"
"03/30/2023","1980.25","1962.58","1984.40","1955.44","","0.83%"
"03/29/2023","1964.04","1972.82","1974.64","1958.62","","-0.49%"
"03/28/2023","1973.69","1957.23","1975.45","1948.66","","0.88%"
"03/27/2023","1956.56","1977.66","1979.89","1943.68","","-1.04%"
"03/24/2023","1977.22","1993.99","2003.19","1975.18","","-0.82%"
"03/23/2023","1993.50","1967.91","2003.43","1964.39","","1.21%"
"03/22/2023","1969.58","1940.44","1978.93","1934.33","","1.52%"
"03/21/2023","1940.15","1979.17","1985.30","1935.41","","-1.95%"
"03/20/2023","1978.71","1987.59","2010.19","1965.77","","-0.46%"
"03/17/2023","1987.93","1920.00","1989.80","1918.33","","3.59%"
"03/16/2023","1919.12","1920.54","1934.12","1907.55","","0.05%"
"03/15/2023","1918.10","1903.91","1937.46","1885.78","","0.84%"
"03/14/2023","1902.12","1913.19","1914.52","1895.17","","-0.58%"
"03/13/2023","1913.23","1869.01","1914.79","1869.01","","2.43%"
"03/10/2023","1867.83","1830.96","1870.28","1827.71","","2.02%"
"03/09/2023","1830.89","1813.65","1835.56","1811.84","","0.95%"
"03/08/2023","1813.59","1813.61","1824.38","1809.40","","0.00%"
"03/07/2023","1813.52","1846.92","1852.26","1812.72","","-1.80%"
"03/06/2023","1846.85","1855.35","1858.84","1845.08","","-0.44%"
"03/03/2023","1854.97","1836.10","1856.47","1834.51","","1.03%"
"03/02/2023","1836.00","1837.20","1838.94","1829.44","","-0.04%"
"03/01/2023","1836.81","1827.24","1845.05","1823.05","","0.53%"
"02/28/2023","1827.15","1817.38","1831.27","1804.65","","0.54%"
"02/27/2023","1817.31","1812.01","1820.22","1806.68","","0.36%"
"02/24/2023","1810.81","1822.74","1827.98","1808.91","","-0.65%"
"02/23/2023","1822.64","1825.12","1834.43","1817.55","","-0.13%"
"02/22/2023","1825.04","1834.71","1846.26","1823.05","","-0.51%"
"02/21/2023","1834.32","1841.71","1844.44","1829.70","","-0.37%"
"02/20/2023","1841.14","1842.73","1847.86","1837.09","","-0.02%"
"02/17/2023","1841.59","1837.52","1843.77","1818.34","","0.23%"
"02/16/2023","1837.44","1836.56","1845.45","1827.18","","0.07%"
"02/15/2023","1836.19","1854.35","1860.18","1830.20","","-0.98%"
"02/14/2023","1854.29","1853.67","1871.03","1843.20","","0.05%"
"02/13/2023","1853.39","1865.69","1866.83","1850.42","","-0.60%"
"02/10/2023","1864.67","1861.68","1872.31","1852.69","","0.18%"
"02/09/2023","1861.39","1875.64","1890.69","1858.89","","-0.76%"
"02/08/2023","1875.59","1874.05","1886.28","1867.40","","0.09%"
"02/07/2023","1873.81","1867.39","1884.45","1864.94","","0.35%"
"02/06/2023","1867.36","1865.17","1881.54","1860.39","","0.10%"
"02/03/2023","1865.53","1912.57","1918.72","1861.41","","-2.45%"
"02/02/2023","1912.37","1950.54","1959.77","1911.33","","-1.95%"
"02/01/2023","1950.42","1927.92","1954.63","1920.56","","1.17%"
"01/31/2023","1927.88","1922.82","1931.15","1900.74","","0.28%"
"01/30/2023","1922.52","1928.40","1934.61","1920.58","","-0.25%"
"01/27/2023","1927.34","1929.40","1935.15","1916.65","","-0.09%"
"01/26/2023","1928.99","1946.09","1949.27","1918.74","","-0.87%"
"01/25/2023","1945.93","1937.54","1948.12","1919.88","","0.44%"
"01/24/2023","1937.45","1931.35","1942.93","1916.82","","0.32%"
"01/23/2023","1931.30","1926.20","1935.69","1911.44","","0.25%"
"01/20/2023","1926.57","1931.48","1937.72","1920.58","","-0.25%"
"01/19/2023","1931.39","1903.83","1935.40","1900.48","","1.45%"
"01/18/2023","1903.76","1908.46","1926.30","1896.56","","-0.24%"
"01/17/2023","1908.39","1917.81","1919.83","1903.51","","-0.50%"
